Age,BuildingType,PrimaryPropertyType,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SteamUse(kBtu)_Usage,Electricity(kBtu)_Usage,NaturalGas(kBtu)_Usage,TotalUseTypeNumber,RateParking,RateBuilding,RatePerFloors,RatePerBuildings,log_SiteEnergyUse(kBtu),log_TotalGHGEmissions,log_PropertyGFATotal
86,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,22980.0,45960.0,15.242768043645107,5.213902615405673,10.735548489776468
57,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,10564.0,21128.0,12.98678439000198,1.3962446919730587,9.95840178341352
8,NonResidential,Other,1.0,4,Residential,0,1,1,4,0.0,1.0,68610.5,274442.0,16.029872885989004,5.399338480606764,12.522498868096195
3,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,17184.0,51552.0,14.24668719029032,2.462149662665384,10.850365683678074
57,NonResidential,Residential,1.0,4,Residential,0,1,1,1,0.0,1.0,9630.0,38520.0,14.846748307795604,4.334017415487521,10.558958826115072
56,NonResidential,Public,1.0,1,Public,0,1,0,1,0.0,1.0,27338.0,27338.0,13.27300505072021,1.6193882432872684,10.216069533164237
17,NonResidential,Other,1.0,2,Parking,0,1,1,2,0.7655,0.2345,42875.0,85750.0,14.531198280974378,4.366405253770925,11.359203026767767
54,NonResidential,Industrial,1.0,2,Industrial,0,1,1,3,0.0,1.0,17208.0,34416.0,16.30174440996299,6.048435443367608,10.446305907338292
86,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,15288.0,45864.0,14.767408945291024,4.7572902340489245,10.733457577943756
17,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,24626.0,49252.0,15.064227208287484,4.6625896768555775,10.804725558450654
29,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,11058.6667,33176.0,14.170580564679991,3.6098362467734835,10.40961214374347
23,NonResidential,Retail,1.0,3,Retail,0,1,1,3,0.1494,0.8506,8398.0,25194.0,14.446113959897634,4.0421736898931915,10.134400841114699
39,NonResidential,Public,1.0,2,Public,0,1,0,1,0.0,1.0,10974.0,21948.0,12.694659370449031,1.184789984909162,9.996476859378955
89,NonResidential,Other,1.0,3,Other,0,1,1,2,0.0,1.0,10397.0,31191.0,15.586461694343814,5.129780364724699,10.347916930662434
69,NonResidential,Other,1.0,1,Other,0,1,1,6,0.0,1.0,37377.0,37377.0,14.927690061012507,4.72499557905644,10.528837575030249
39,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,3,0.0,1.0,29380.0,29380.0,13.660130351745801,1.9416152247724325,10.288103485908332
94,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,11344.0,22688.0,12.711913867780195,2.0881534822818573,10.029635504524139
34,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,20631.0,41262.0,14.45918219891369,2.658159431488745,10.62772149362817
63,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,21591.5,43183.0,15.818117355532177,4.537426533901572,10.673225335257786
108,NonResidential,Public,1.0,3,Public,0,1,1,1,0.0,1.0,15226.6667,45680.0,14.546454541764161,4.475175389371905,10.729437735508842
10,NonResidential,Residential,1.0,14,Residential,0,1,1,1,0.0,1.0,51724.8571,724148.0,17.447742541214076,6.81790715495482,13.492752451298683
59,NonResidential,Public,1.0,1,Public,0,1,0,2,0.0,1.0,23562.0,23562.0,13.18390651842928,1.5496879080283263,10.067432964124373
17,NonResidential,Office,1.0,4,Office,0,1,0,2,0.0,1.0,7211.0,28844.0,13.72199043130841,1.9947003132247452,10.26969194669099
27,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,21101.0,21101.0,13.423613794628142,3.366260811781259,9.957123101702038
102,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,22797.0,45594.0,14.116554616385637,2.343727036325221,10.727553340367766
66,NonResidential,Other,1.0,1,Industrial,0,1,0,1,0.0,1.0,26660.0,26660.0,14.622558358459713,2.810606789427302,10.190957102406585
41,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,28126.0,28126.0,13.6769687053518,2.9770590082883697,10.244485248089557
52,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,35000.0,35000.0,12.844540295132633,1.2919836816486494,10.463131911491967
54,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,26150.0,26150.0,14.004814866006422,3.3160025355989236,10.171642709679686
49,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,12000.0,24000.0,13.900363753588307,2.150598735996164,10.085850775128717
48,NonResidential,School,1.0,5,School,0,1,1,1,0.0,1.0,8718.8,43594.0,14.722981106128334,4.307572448748934,10.682697743861915
104,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,28080.0,28080.0,13.585752208280695,2.972463646614637,10.242848470041249
62,NonResidential,Residential,1.0,2,Residential,0,1,1,1,0.0,1.0,25649.0,51298.0,15.548153049559044,5.321692037864487,10.845426537791479
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,31600.0,31600.0,15.028503508180206,4.647079589065301,10.360944044643913
9,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,35289.0,35289.0,13.6836075530822,3.214867803470662,10.471354916669316
35,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,28920.0,28920.0,14.375366317104303,4.395559648956466,10.272323253821503
38,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,22176.0,22176.0,13.509568957026715,3.5195728343974766,10.00681099476803
37,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,30610.0,30610.0,15.272857567772808,4.918593101932022,10.329114700468233
57,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,10148.0,20296.0,13.659635538150297,1.9416152247724325,9.918228370857626
71,NonResidential,Other,1.0,2,Hospital,0,1,1,4,0.0,1.0,11067.5,22135.0,14.04791945310635,3.3467411958660964,10.004960521466762
49,NonResidential,Hospital,1.0,3,Hospital,0,1,1,2,0.0,1.0,12792.6667,38378.0,14.313619339360628,4.0024120051558265,10.555265713985145
36,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,16788.0,33576.0,14.058639268934227,3.9265174515785985,10.421596587748377
35,NonResidential,Other,1.0,1,Parking,0,1,0,4,0.0,1.0,20971.0,20971.0,13.499975072434518,1.8050046959780757,9.950943493692423
89,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,7970.0,23910.0,13.68035305822964,2.779440197188883,10.082093883082601
106,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,10882.5,21765.0,12.974771092247353,2.911263116927541,9.988104398256008
77,Campus,Other,1.0,2,University,0,1,1,2,0.0,1.0,1100000.0,2200000.0,18.55738166705415,8.084710369764215,14.603968372873895
115,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,13280.0,26560.0,14.375974486127069,4.1878349053094395,10.187199253484014
59,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,10070.0,20140.0,11.665540122290118,0.5933268452777344,9.910512817472881
24,NonResidential,Retail,1.0,2,Retail,0,1,1,2,0.0,1.0,19422.5,38845.0,15.749533331305782,5.377867645306046,10.567360390392079
49,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,25500.0,25500.0,14.009324778706302,4.030694535145645,10.146472946063877
55,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,41895.0,41895.0,14.032485120132955,3.261552099148637,10.642945635959324
58,NonResidential,Retail,1.0,2,Retail,0,1,1,1,0.0,1.0,28096.5,56193.0,14.730978451399714,3.8691155044168695,10.936565268616524
94,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,11816.0,35448.0,14.137545867566493,4.116432158686106,10.475850322817688
50,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,29214.0,29214.0,16.049414159558985,5.344866927201017,10.282437554988537
55,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,32000.0,32000.0,14.101533598733727,3.8368683318273855,10.373522431293592
106,NonResidential,Other,1.0,2,Other,0,1,1,3,0.0,1.0,15570.0,31140.0,13.748923339679086,3.685373314784649,10.346280557910271
41,NonResidential,Warehouse,1.0,3,Warehouse,0,1,1,2,0.0,1.0,13826.0,41478.0,14.926039312681311,4.372228792193771,10.632942554049004
36,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,39840.0,39840.0,13.530631220844517,1.8309801823813363,10.592651811785132
12,Nonresidential COS,Other,1.0,1,Other,0,1,1,2,0.5094,0.4906,30576.0,30576.0,14.242898103805567,3.6768068728796672,10.328003371335093
92,NonResidential,Other,1.0,2,Public,0,1,1,1,0.0,1.0,10764.0,21528.0,12.634316646152696,2.0294631718735947,9.977156142461329
74,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,15043.5,30087.0,15.478421557311044,3.6315151367243654,10.311881700150172
41,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,40445.0,40445.0,13.575036048823213,3.4091655513113324,10.607723030081495
20,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,23500.0,23500.0,13.944755213144713,2.659559991941776,10.064798252418377
49,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,22420.0,22420.0,14.15501729297753,3.4901235908565567,10.017753298664472
55,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,25842.0,25842.0,15.957728991899275,5.474537011150523,10.15979505022877
24,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,8796.3333,26389.0,14.004506768778514,2.2428350885882717,10.18074042949737
34,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,8619.6667,25859.0,13.663269948623721,2.766319109226186,10.160452652325848
42,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,25600.0,25600.0,14.363979666135036,3.562749176969724,10.150386692204734
51,NonResidential,Other,1.0,1,Industrial,0,1,0,1,0.0,1.0,23169.0,23169.0,12.311589227359041,0.9360933591703348,10.050613617426421
8,NonResidential,Office,1.0,4,Office,0,1,0,2,0.201,0.799,10446.0,41784.0,14.073724877154426,2.305580601973844,10.640292702435536
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,56884.0,56884.0,14.143623758557998,3.6503984672956546,10.948786964973817
27,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,32810.0,32810.0,14.517601994146451,3.85946575468947,10.398519104003336
36,NonResidential,Other,1.0,3,Other,0,1,0,1,0.0,1.0,10329.6667,30989.0,11.489568793622837,0.5187937934151676,10.341419850781794
101,NonResidential,Other,1.0,3,Other,0,1,0,1,0.0,1.0,13317.3333,39952.0,10.953158151905454,0.33647223662121295,10.595459042242352
55,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,10011.0,20022.0,13.396027879925866,1.7191887763932197,9.90463689179265
56,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,18249.0,36498.0,13.161608729677141,2.7606426512213806,10.505040141934996
48,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,35946.0,35946.0,13.059425308193388,2.4915511925066687,10.489800910432063
9,NonResidential,Office,1.0,4,Office,0,1,1,2,0.1884,0.8116,7538.0,30152.0,13.647145307280319,1.937301774518713,10.314039699692849
37,NonResidential,Office,1.0,4,Office,0,1,0,1,0.0,1.0,5591.25,22365.0,13.49721368173087,1.803358605071407,10.015297227588134
22,NonResidential,Office,1.0,4,Office,0,1,0,1,0.0,1.0,7543.0,30172.0,13.714651976708874,1.9878743481543455,10.314702763735975
89,NonResidential,Warehouse,1.0,4,Warehouse,0,1,0,2,0.0,1.0,10625.0,42500.0,12.394540250782063,0.9858167945227653,10.657282884047461
115,NonResidential,Office,1.0,4,Office,0,1,0,3,0.0,1.0,5758.0,23032.0,13.930212184284862,2.1770218700187,10.044683249202905
116,NonResidential,Other,1.0,3,Other,0,1,1,2,0.1074,0.8926,15250.0,45750.0,15.79516974706596,5.719688631673257,10.730968928388284
48,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,11750.0,23500.0,14.338110195197613,3.5700959181239695,10.064798252418377
50,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,22282.0,22282.0,13.270592523792992,2.871868286331605,10.011579334886969
114,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,12000.0,24000.0,13.128146000763959,2.91180703861623,10.085850775128717
107,NonResidential,Other,1.0,3,Retail,0,1,1,4,0.0,1.0,9028.3333,27085.0,14.506221147445707,4.1217975890034015,10.206772268215317
85,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,18750.0,37500.0,14.620094680254995,3.8124236402053913,10.53212287826962
86,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,7994.3333,23983.0,13.967687076130375,3.534562093729579,10.085142220342378
36,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,24100.0,24100.0,13.604631257951953,3.4496700351129332,10.090008612393838
12,NonResidential,School,3.0,2,School,0,1,1,1,0.0,1.0,15671.5,10447.6667,15.16267478682831,4.864915639746849,10.352778140184322
20,NonResidential,Other,1.0,3,Parking,0,1,0,3,0.4087,0.5913,18637.3333,55912.0,14.711779688569198,2.89480635496403,10.931552190245274
59,NonResidential,Other,1.0,2,Other,0,1,1,2,0.0,1.0,10147.0,20294.0,14.367092302080865,4.226103551734458,9.918129829272997
33,NonResidential,Office,1.0,4,Office,0,1,0,2,0.3755,0.6245,10426.75,41707.0,14.37842917127639,2.5832425505088623,10.638448235909484
56,NonResidential,Other,1.0,2,Office,0,1,1,3,0.0,1.0,28822.0,57644.0,14.599291546580991,3.7812307151781224,10.962058791667054
61,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,19748.5,39497.0,14.346173146672195,3.3769046890931107,10.584005316695931
84,Nonresidential COS,Other,1.0,1,Other,0,1,1,1,0.0,1.0,33087.0,33087.0,15.082136771783302,4.811371016571989,10.4069259578681
34,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,13787.0,27574.0,14.007246204500092,2.244955980157409,10.224664844121703
64,NonResidential,Other,1.0,2,Warehouse,0,1,1,3,0.0,1.0,16004.5,32009.0,14.508020660633187,3.8128654338949275,10.37380363296391
28,NonResidential,Hospital,1.0,3,Hospital,0,1,1,1,0.0,1.0,9613.6667,28841.0,14.193399412282336,3.5386377907833935,10.269587937122015
11,Nonresidential COS,Other,2.0,1,Other,0,1,1,1,0.0,1.0,30498.0,15249.0,14.705894180044803,4.396792086874355,10.325449175172755
92,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,21487.5,42975.0,13.774014377898675,3.7832801295354206,10.668397099322965
53,NonResidential,Other,1.0,1,Other,0,1,1,5,0.0,1.0,23260.0,23260.0,14.293052421940493,3.977997994351679,10.054533417409907
28,NonResidential,Office,1.0,2,Office,0,1,1,3,0.0,1.0,15329.5,30659.0,14.77833729625456,4.040416220196545,10.330714152425806
96,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,13572.0,27144.0,13.827464141362581,3.5139306516493947,10.208948146339551
46,NonResidential,Other,5.0,1,Other,0,1,1,1,0.0,1.0,23166.0,4633.2,15.061336736755269,5.2235938203521,10.05048413127047
50,NonResidential,Hospital,8.0,1,Hospital,0,1,1,2,0.0,1.0,415632.0,51954.0,18.41023413767492,8.095327323095018,12.937557938327314
51,NonResidential,Public,1.0,2,Public,0,1,1,3,0.0,1.0,22359.5,44719.0,14.294243011188714,3.992865393272247,10.708176107828981
51,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,21603.0,21603.0,15.579179318440646,4.874357275803628,9.980633761712781
52,NonResidential,Hospital,1.0,3,Hospital,0,1,1,4,0.0,1.0,197327.0,591981.0,18.447066527198004,8.083094013369788,13.291231507998484
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,42900.0,42900.0,12.985978775389226,1.3962446919730587,10.666650414667744
11,Campus,Other,5.0,1,Other,0,1,1,1,0.0,1.0,57952.0,11590.4,14.944130900696024,4.576256175823449,10.967387616194118
45,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,26232.0,26232.0,14.945004721447336,4.81794011687474,10.174773439176352
60,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,12920.0,25840.0,12.655647437938955,1.1600209167967532,10.159717656838128
28,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,45145.0,45145.0,14.053314124217232,3.7984062786411785,10.717656961343524
15,NonResidential,Office,1.0,5,Office,0,1,1,2,0.3142,0.6858,14066.4,70332.0,14.499171006442532,3.0017143452315387,11.16099638444237
37,NonResidential,Retail,1.0,2,Retail,0,1,0,3,0.0,1.0,10044.0,20088.0,12.697041484283481,1.1878434223960523,9.90792768056215
27,Campus,Other,5.0,2,Other,0,1,1,1,0.0,1.0,69453.5,27781.4,15.874455152613761,5.196007747723467,11.841567122476253
116,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,20200.0,20200.0,12.50253240921046,1.1786549963416462,9.913487387114461
112,NonResidential,Other,1.0,1,Residential,1,1,1,1,0.0,1.0,44086.0,44086.0,15.110979847378418,5.220355825078324,10.693920233396923
46,NonResidential,Office,1.0,7,Office,0,1,0,2,0.383,0.617,7767.4286,54372.0,14.154708362562493,2.378619779270043,10.90362298610533
71,NonResidential,Hospital,1.0,2,Hospital,1,1,0,2,0.0,1.0,137284.0,274568.0,17.046770462586043,7.013078793955446,12.52295787446477
60,NonResidential,Office,1.0,3,Office,1,1,0,1,0.0,1.0,7094.0,21282.0,14.035388583247363,4.146778872070522,9.965663910962803
95,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,20511.0,41022.0,15.147256133963962,3.3109079103146946,10.621888164008205
50,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,14054.5,28109.0,15.09991829303422,3.6735119769828146,10.243880663900578
31,NonResidential,Office,1.0,3,Office,0,1,0,2,0.3868,0.6132,11193.3333,33580.0,12.922886073855585,1.3506671834767394,10.42171570981886
39,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,21936.0,21936.0,11.63630171826976,1.3056264580524357,9.995929987925688
47,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,30160.0,30160.0,13.860330470151025,3.8124236402053913,10.314304978070902
107,NonResidential,Other,1.0,11,Office,0,1,1,5,0.0,1.0,10103.3636,111137.0,16.07165016587929,5.689176322266839,11.618527951350778
28,NonResidential,Office,1.0,2,Office,0,1,0,3,0.0,1.0,33242.0,66484.0,14.929518391369607,3.1018924693823817,11.104731637290806
57,NonResidential,Office,1.0,3,Office,1,1,0,1,0.0,1.0,8383.6667,25151.0,14.120695372355213,4.143928062410929,10.132692695228933
88,NonResidential,Residential,1.0,6,Residential,0,1,1,1,0.0,1.0,5961.6667,35770.0,14.786661091670576,4.730392150741473,10.484892788250326
88,NonResidential,Residential,1.0,9,Residential,0,1,1,1,0.0,1.0,5334.0,48006.0,14.99100826762543,4.6280074198908485,10.779102112590714
56,NonResidential,Other,1.0,2,Retail,0,1,1,3,0.0,1.0,14815.5,29631.0,15.453417941670242,4.996739188904145,10.296610137445906
27,NonResidential,Office,1.0,2,Office,0,1,1,3,0.0,1.0,11736.0,23472.0,14.301208894057366,3.859676525055937,10.063606103428887
43,Nonresidential COS,Office,1.0,2,Office,0,1,1,1,0.0,1.0,10657.5,21315.0,14.843852731245175,4.715458539882214,9.967213243416673
32,NonResidential,Office,1.0,4,Office,0,1,1,2,0.2769,0.7231,14277.5,57110.0,14.599622581923292,3.2311995745570328,10.952752021573898
37,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,11343.3333,34030.0,14.374343682555773,3.1467351470905185,10.435027152899224
114,NonResidential,Restaurant,1.0,2,Restaurant,0,1,1,2,0.0,1.0,10199.0,20398.0,16.046977021648352,5.814578192803967,9.923241159022965
64,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,41308.0,41308.0,14.311713286430573,3.678071255397333,10.628835672884062
103,NonResidential,Other,1.0,3,Residential,0,1,0,4,0.0,1.0,14626.0,43878.0,13.55385005205063,1.851599469584072,10.689191124703777
104,NonResidential,Other,1.0,3,Public,0,1,1,1,0.0,1.0,11658.6667,34976.0,13.680506223951136,2.8154087194227095,10.462445981601402
59,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,38255.0,38255.0,13.800805783258822,3.5496173867804286,10.552055689698106
61,Campus,Other,23.0,1,Other,0,1,1,1,0.0,1.0,260241.0,11314.8261,17.342252803833254,6.339565337826575,12.46936724633135
27,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,16308.0,48924.0,14.640804782755518,4.098336583491638,10.798043792264277
30,NonResidential,Office,1.0,4,Office,0,1,0,2,0.3814,0.6186,14358.0,57432.0,14.739961603725133,2.9215473753646144,10.958374330000542
47,NonResidential,Office,1.0,3,Office,0,1,0,2,0.307,0.693,8637.3333,25912.0,13.410157412338076,1.7316555451583497,10.16250005226458
16,NonResidential,Office,1.0,3,Office,0,1,0,2,0.3835,0.6165,19044.0,57132.0,14.506138944023016,2.702032128776647,10.95313716215497
53,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,23706.0,23706.0,12.901147732234213,2.647592232065096,10.073525642163233
53,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,31900.0,31900.0,14.490841085375257,2.6878474937846906,10.370392636243981
99,NonResidential,Other,1.0,1,Public,0,1,1,1,0.0,1.0,49066.0,49066.0,15.159732924889736,5.192178770486369,10.800941990063988
64,NonResidential,Public,1.0,3,Public,0,1,1,2,0.0,1.0,10246.6667,30740.0,14.338025544145582,4.131961425793407,10.333352547467827
57,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,67450.0,67450.0,14.860307251109102,4.040592106222854,11.119156687322887
68,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,46970.0,46970.0,13.69096439130791,1.9685099809725544,10.757285668979632
85,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,5,0.0,1.0,47554.0,47554.0,13.850448737222543,2.8355635214011694,10.769642214916486
85,NonResidential,Other,1.0,1,Other,0,1,1,4,0.0,1.0,24196.0,24196.0,13.869083551861161,3.1480240838962494,10.093983937518093
76,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,10335.5,20671.0,13.366889679510807,3.248822901236153,9.936535406582328
89,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,21600.0,21600.0,13.122022506914584,2.731766727719526,9.980494888896912
39,NonResidential,Public,1.0,1,Public,0,1,0,1,0.0,1.0,35844.0,35844.0,13.671787261024349,1.951608170169951,10.486959366286973
63,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,26094.0,26094.0,13.473008717260868,1.7833912195575383,10.169499004077514
33,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,11843.5,23687.0,13.89668009206884,2.1471001901536506,10.072723869781427
33,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,12110.5,24221.0,14.177068187170553,2.3988039507345884,10.095016590080995
116,NonResidential,Other,1.0,2,Office,0,1,0,3,0.1958,0.8042,35959.5,71919.0,15.498404487218252,3.6509179478268177,11.183309669145501
116,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,16013.5,32027.0,15.20168147396513,4.862985658833579,10.374365799192525
110,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,10720.0,32160.0,14.847208884144452,3.0233474405869645,10.378509817336841
24,NonResidential,Other,1.0,3,Residential,0,1,1,2,0.1583,0.8417,15945.3333,47836.0,15.079701336730924,4.705829669087269,10.77555467762812
102,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,11475.0,34425.0,14.51780911168181,3.9331972406595526,10.446567371831451
32,NonResidential,Hospital,1.0,3,Hospital,0,1,0,2,0.2977,0.7023,13434.6667,40304.0,14.489262103395491,2.6858045921548905,10.604230809717702
26,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,29619.0,29619.0,14.062577450445696,3.7716108517114013,10.29620508782179
94,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,10796.0,21592.0,14.174432475565835,4.0116873285410914,9.980124467074832
85,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,11961.5,23923.0,13.599397857192587,3.0209125720842893,10.082637418164447
109,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,8400.0,25200.0,14.374237522441701,3.6396892099231644,10.134638955251866
53,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,14148.0,28296.0,14.099532628272067,2.3282528397426234,10.250511070945045
48,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,160000.0,160000.0,13.962185506874498,2.2049722641270453,11.982935344196433
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,53550.0,53550.0,15.33944450215164,5.168322569931849,10.888389749837856
92,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,38412.0,38412.0,14.303195079924333,4.220242729097475,10.556151222950184
86,NonResidential,Other,1.0,1,Other,0,1,0,1,0.0,1.0,25881.0,25881.0,13.209324940653275,1.5686159179138452,10.161303025381615
63,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,24291.0,24291.0,13.393036679853461,3.0257763949023677,10.097902357017466
50,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,36544.0,36544.0,14.054408356854273,2.2874714551839976,10.506299656914493
67,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,20796.0,20796.0,14.096238349108342,3.9531649487593215,9.942564024517921
69,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,21349.0,21349.0,13.399635769142947,2.8925915146344776,9.96880701865677
80,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,38630.0,38630.0,12.940569506479694,1.3635373739972745,10.561810341941893
66,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,20724.0,20724.0,14.42093656423353,4.4343818650078095,9.939095980003495
61,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,25375.0,25375.0,15.218982166810871,3.379973745210529,10.141559124434574
31,Nonresidential COS,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,22803.0,22803.0,13.54644806033681,3.1135153092103742,10.034691238151472
31,Nonresidential COS,Other,1.0,1,Office,0,1,1,2,0.0,1.0,23100.0,23100.0,15.279615830459733,5.063037972889304,10.047631185616188
65,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,41550.0,41550.0,13.373349599053553,1.7011051009599243,10.634676867382668
22,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,27085.0,54170.0,15.574193221527034,5.1893392039782915,10.89990098888399
104,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,21126.0,42252.0,14.605675323518732,4.638121286127777,10.65143063618168
61,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,23100.0,23100.0,13.668985396495351,2.6993457604720636,10.047631185616188
